legacyCode,title,mainCategoryLegacyCode,subCategoryLegacyCode,unit,unitCost,quantity
10307005,حساس 150سم,03,07,count,155,4
10307006,حساس 9مم 120 سم,03,07,count,143,170
10307007,سلك اشعال,03,07,count,35,240
10307008,شمعه اشعال,03,07,count,30,886
10307010,ولاعة اشعال ايطالى,03,07,count,305,32
10308001,زور شعله المونيوم صغير محلى,03,08,count,20,16
10308002,زور شعله المونيوم وسط محلى,03,08,count,20,37
10308003,زور شعله المونيوم كبير محلى,03,08,count,20,15
10308004,زور بجلبه كبير وسط وصغيرة مستورد,03,08,count,5.1,71
10308005,بيبه كوشه كبيره مستورده,03,08,count,9.85,25
10308006,بييه كوشه صغيره مستورده,03,08,count,8.45,30
10308007,بيبه كوشه وسط مستورده,03,08,count,7.45,5
10308008,بيبه ألومنيوم صغيرة محلى,03,08,count,20,46
10308009,MB فونيه لحام 1مم,03,08,count,5,37
10308010,قاعده فونيه 8مم,03,08,count,12,9
10308011,فونيه غاز 8 مم ايطالى,03,08,count,0.5,45
10308012,لاكور انبوبة نحاس,03,08,count,12,6
10308013,نبل نحاس 10 مم,03,08,count,1.5,13
10308014,يونيون نحاس 8/3 بوصة,03,08,count,6,166
10308015,يونيون نحاس 2/1 بوصة,03,08,count,6.5,51
10308016,يونيون نحاس 16/5,03,08,count,3.5,3
10308017,"يونيون نحاس 1 /4"" ×10",03,08,count,22,215
10308018,"صاموله نحاس 1 /4""",03,08,count,15,65
10308019,"صاموله نحاس 5 /8""",03,08,count,2.25,11
10308020,خرطوم مجوز ايطالى,03,08,meter,40,4
10308021,خرطوم غاز 8 مم 20بار ايطالى,03,08,meter,39,9
10308022,تايمر بوتاجاز - مكسيكى,03,08,count,145,16
10308023,تايمر بالنواب,03,08,count,45,40
10308024,كوع نحاس 5/8,03,08,,,0
10308025,"صاموله نحاس 3 /8""",03,08,,,0
10308026,فونيه نحاس 6 مم,03,08,,,0
10308027,فونيه نحاس 7 مم,03,08,,,0
10308028,خرطوم غاز 112 بار,03,08,,,0
10308029,فص فديه قلاوظ 3 مم,03,08,,,0
10308030,فص فديه عادي يمين 8 مم,03,08,,,0
10308031,سكينه فريزه 3 مم,03,08,,,0
10401001,"H.R محبس غاز ""2/1",04,01,count,225,13
10401002,"H.R ""محبس غاز 1",04,01,count,450,15
10401003,"محبس بلية 2/1"" س/س 316",04,01,count,300,12
10401004,"محبس بلية 1"" س/س 316",04,01,count,700,9
10401005,"محبس بلية 2"" س/س 316",04,01,count,2000,8
10401006,محبس زاوية 2/1 تركى,04,01,count,153.3,29
10401007,محبس بلاستيك 1.5 بوصة,04,01,count,75,3
10401008,محبس بلية 1.5 بوصة ايطالى,04,01,count,250,5
10401009,حنفية معدن 4/3 بوصة لزوم غلاية لشاى,04,01,count,830,3
10401010,حنفية معدن 8/5 بوصة لزوم غلاية لشاى,04,01,count,125,6
10401011,"حنفيه بلية 2/1"" رامبو ايطالى",04,01,count,175,17
10401012,"حنفية نيكل 1/2"" بقرة",04,01,count,175,2
10401013,"حنفيه بلية 3 /8"" بالضغط",04,01,count,10,41
10401014,"حنفيه بويلنج بان 2"" ايطالى",04,01,count,7260,10
10401015,"حنفيه بويلنج بان 1.5"" ايطالى",04,01,count,850,3
10401016,محبس 1 بوصه SST,04,01,,,0
10401017,محبس 2 بوصه SST,04,01,,,0
10401018,حنفيه بليه 1/2 بوصه إيطالي,04,01,,,0
10401019,محبس نحاس 1 بوصه,04,01,,,0
10402001,بوز حنفيه,04,02,count,275,47
10402002,بوز حنفيه,04,02,count,275,47
10403001,ماسورة مبين غلايه مياه س/س طول 25سم,04,03,count,300,7
10403002,ماسورة مبين غلايه مياه س/س طول 30سم,04,03,count,50,20
10403003,ماسوره 3/4 بولي BR,04,03,,,0
10403004,ماسوره بلاستيك 1/2 بوصه,04,03,,,0
10404001,وصله مرنه نيكل 30سم اسبانى,04,04,count,25,1
10404002,وصله مرنه نيكل 40سم اسبانى,04,04,count,48,76
10404003,وصله مرنه نيكل 60سم اسبانى,04,04,count,48,40
10404004,وصلة مرنة 80سم اسبانى,04,04,count,45,42
10404005,وصلة مرنة 1 متر اسبانى,04,04,count,65,72
10404006,وصله نيكل 50سم معدن,04,04,count,9,31
10404007,وصله ممرنه 60 سم,04,04,,,0
10404008,وصله هوائ 8,04,04,,,0
10404009,وصله هواء 8 × 8,04,04,,,0
10404010,خرطوم هواء 8,04,04,,,0
10404011,اورينج,04,04,,,0
10405001,"كوع حديد 1 /2"" مجلفن",04,05,count,15,21
10405002,"كوع حديد 3 /4"" مجلفن",04,05,count,3.5,22
10405003,"كوع حديد 1 /2"" ×3 /4"" مجلفن",04,05,count,25,24
10405004,"كوع حديد1"" ×1 /2"" مجلفن",04,05,count,0,38
10405005,"كوع حديد 1 "" مجلفن",04,05,count,0,6
10405006,"كوع SST قلاوظ 2/1"" 316",04,05,count,80,18
10405007,"كوع SST قلاوظ 1"" 316",04,05,count,150,4
10405008,"كوع SST قلاوظ 2"" 316",04,05,count,400,15
10405009,كوع س/س قلاوظ 1.5 بوصة,04,05,count,0,7
10405010,كوع س/س لحام 2 بوصة,04,05,count,0,8
10405011,كوع س/س 2/1 ×2/1 قلاووظ,04,05,count,150,15
10405012,"كوع استيم 2.5"" لحام",04,05,count,0,1
10405013,"كوع حديد تايلاندى غاز 1""",04,05,count,42,57
10405014,كوع حديد غاز 1 بوصة ×2/1 بوصة تايلاندى,04,05,count,55,23
10405015,كوع غاز سملس 3.5 تايلاندى,04,05,count,25,21
10405016,"كوع بلاستيك 2/1 لحام زوية 90 درجة """,04,05,count,12,43
10405017,"كوع بلاستيك 2/1 لحام زوية 45 درجة """,04,05,count,6,10
10405018,كوع سملس 2/1×2/1,04,05,count,20,28
10405019,كوع 2 بوصه سمارت,04,05,,,0
10405020,كوع لحام 3/4 بولي BR,04,05,,,0
10405021,كوع بسن 3/4 × 1/2 BR,04,05,,,0
10406001,جلبة حديد مجلفنة 2/1 بوصة,04,06,count,5,97
10406002,"جلبة حديد مجلفنة 4/3 """,04,06,count,25,39
10406003,"جلبه نيكل 1 /2""×2/1 تطويل",04,06,count,9,47
10406004,"جلبة حديد تايلاندى 2/1 "" غاز",04,06,count,10,4
10406005,"جلبة حديد تايلاندى 1 "" غاز",04,06,count,30,47
10406006,جلبة حديد مجلفن 1 بوصة,04,06,count,0,1
10406007,جلبة حديد قلاووظ 2 بوصة,04,06,count,75,10
10406008,جلبة س/س 2/1 بوصة قلاووظ 316,04,06,count,50,17
10406009,جلبة س/س 1.5 بوصة قلاووظ,04,06,count,22,5
10406010,جلبة س/س 2 بوصة قلاووظ 316,04,06,count,350,12
10406011,"""جلبة بلاستيك 3",04,06,count,30,2
10406012,"نبل حديد 1 /2"" مجلفن",04,06,count,4,42
10406013,نبل خلاط شجرة 2/1 × 8/3,04,06,count,25,76
10406014,"نبل حديد 1 "" مجلفن",04,06,count,25,34
10406015,"2/1×""نبل نيكل 1 /2",04,06,count,15,95
10406016,نبل س/س قلاوظ 2/1 بوصة 316,04,06,count,85,13
10406017,نبل س/س فلاوظ 4/3 بوصة 316,04,06,count,110,23
10406018,نبل س/س فلاوظ 1 بوصة 316,04,06,count,150,13
10406019,نبل س/س 1.5 بوصة قلاوظ 316,04,06,count,90,24
10406020,نبل غاز 1/2 بوصة تايلاندى,04,06,count,25,43
10406021,نبل غاز 1 بوصة تايلاندى,04,06,count,25,52
10406022,نبل بلاستيك رمادى 1.5 بوصة,04,06,count,10.25,11
10406023,نبل س/س قلاوظ 2 بوصة (316),04,06,count,350,17
10406024,نبل حديد مجلفن 1.5 بوصة,04,06,count,35,3
10406025,نبل حديد مجلفن 2 بوصة,04,06,count,0,12
10406026,نبل 2 بوصه SST,04,06,,,0
10406027,جلبه حديد 12 مم طويل,04,06,,,0
10406028,جلبه 2 بوصه سمارت,04,06,,,0
10406029,جلبه لحام 3/4 بولي BR,04,06,,,0
10407001,حرف T حديد مجلفن 2/1 بوصة,04,07,count,3.5,38
10407002,حرف T غاز 2/1 بوصة تايلاندى,04,07,count,15,12
10407003,حرف T حديد مجلفن 4/3 بوصة تايلاندى,04,07,count,0,18
10407004,"حرف T حديد مجلفن 1""×2/1 بوصة تايلاندى",04,07,count,1.5,49
10407005,حرف T بلاستيك لحام 2/1 بوصة,04,07,count,8,42
10407006,حرف T بلاستيك لحام 1.5 بوصة رمادى,04,07,count,21.5,40
10407007,حرف T غاز 1 بوصة تايلاند,04,07,count,51,27
10407008,حرف T غاز 1×2/1 بوصة تايلاند,04,07,count,59,36
10407009,حرف T نيكل 2/1 بوصة,04,07,count,45,5
10407010,حرف T س/س فلاووظ 2/1 بوصة 316,04,07,count,110,21
10407011,"نقاص بلاستيك 1.5 "" قلاوظ",04,07,count,15,12
10407012,"طبه س/س 1.5"" 316",04,07,count,40,3
10407013,طبة س/س 2/1 بوصة 316,04,07,count,45,20
10407014,طبة سملس 2/1 بوصة,04,07,count,12,10
10407015,طبة حديد غاز 1 بوصة,04,07,count,0,1
10407016,طبة بلاستيك 1.5 بوصة,04,07,count,21,12
10407017,بوش س/س 2/1 ×8/3 بوصة,04,07,count,65,3
10407018,بوش حديد مجلفن 2/1×4/3 بوصة,04,07,count,25,33
10407019,بوش نيكل 2/1×4/3 بوصة,04,07,count,15,56
10407020,لاكور تجميع حديد 4/3 بوصة مجلفن,04,07,count,50,8
10407021,"لاكور تجميع حديد 1"" مجلفن",04,07,count,110,43
10407022,لاكور تجميع 2/1 بوصة غاز,04,07,count,150,3
10407023,"لاكور تجميع حديد 1.5 "" مجلفن",04,07,count,75,1
10407024,مجموعة اوفلود طابق,04,07,count,108.19,6
10407025,كوليه معدن 2/1 بوصة,04,07,count,7.5,68
10407026,كولية معدن 4/3 بوصة,04,07,count,2.5,25
10407027,كولية معدن 1 بوصة,04,07,count,4,38
10407028,كولية معدان 1.5 بوصة,04,07,count,18,11
10407029,كولية معدان 3 بوصة,04,07,count,0,2
10407030,افيز بالفيشر 1/2 بوصة,04,07,count,19,26
10407031,أفيز فيشر 1 بوصة,04,07,count,8,112
10407032,"""أفيز فيشر 4/3",04,07,count,4.5,8
10407033,طبه بلاستيك 25 مم,04,07,,,0
10407034,كبه اختبار 1/2,04,07,,,0
10407035,طبه كاب 2 بوصه اسمارت,04,07,,,0
10407036,افيز 3/4 مزدوج بولي,04,07,,,0
10407037,BR لحام 3/4 بولي (T),04,07,,,0
10408001,"خرطوم سوستة 3 "" بالطابق",04,08,count,75,1
10408002,"خرطوم سوستة 2"" بالطابق ايطالى",04,08,count,75,59
10408003,صرف مجوز 2 بوصة ايطالى,04,08,count,275,25
10408004,خلاط ركبه ايطالى,04,08,count,472,9
10408005,خلاط قدم كامل بالواصلات,04,08,count,1500,1
10408006,خلاط فوتوسيل تركى,04,08,count,1450,4
10408007,خلاط ركبة كامل بالوصلات تركى,04,08,count,1500,88
10408008,خلاط ايديل استاندر,04,08,count,2227.5,4
10408009,بكرة تيفلون كبيرة 15م,04,08,count,25,143
10408010,شاور كامل لخلاط شجرة تركى,04,08,count,5031,134
10408011,شاور كامل لخلاط حائطى تركى,04,08,count,3000,25
10408012,كامه دش 4 مخرج,04,08,,,0
10408013,خلاط ايديل استاندر قنطر كبير,04,08,,,0
10409001,"طقم كارنك لخلاط 2/1 × 4/3 """,04,09,count,18,2
10409002,ارفينت نحاس 2/1 بوصة شيك بلف,04,09,count,550,11
10409003,كتان شعر,04,09,kg,85,1
10409004,مسلوب بلاستيك 5 ×40,04,09,kg,12,10
10409005,ماسورة بلاستيك لحام 2/1 رمادى,04,09,count,128.75,5
10409006,قنطرة حوض وش هاند,04,09,count,70.2,7
10409007,داي اسمارت 2 بوصه,04,09,,,0
10409008,كرنك 3/4 بولي BR,04,09,,,0
10409009,سيلتوب 3/4 × 1/2 لحام BR,04,09,,,0
10409010,مواسير 2 بوصه سمارت,04,09,,,0
10501001,جوان فيليبس46×69 سم,05,01,count,60,60
10501002,جوان فيليبس64×46 سم,05,01,count,64,60
10501003,جوان فيليبس59×46 سم,05,01,count,150,75
10501004,جوان أبيض فريكول 161×65 سم,05,01,count,225,82
10501005,جوان فيليبس59×40 سم,05,01,count,150,96
10501006,جوان باب ثلاجة 40×56 سم,05,01,count,175,25
10501007,جوان باب عمليات لزوم زجاج الضلفة,05,01,count,204.75,146
10501008,جوان منفاخ بنى محلى 108,05,01,count,40.95,25
10501009,جوان فرن تفصيل 112 سم,05,01,count,26.4,211
10501010,جوان ثلاجة 60×64سم,05,01,count,95,1
10501011,جوان ثلاجة 73×75,05,01,count,95,2
10501012,جوان فرن تفصيل 150 سم,05,01,count,9,93
10501013,جوان مصدد عريض رمادى,05,01,meter,25,13
10501014,جوان باب ثلاجة 68 ×98 سم,05,01,count,115,6
10501015,لفة جوان باب غرفة تبريد اسبانى,05,01,count,2282.5,3
10501016,جوان باب مقاس 63.5×59سم,05,01,count,150,42
10501017,لفه جوان حراري احمر,05,01,,,0
10501018,جوان باب تلاجه مقاس 63.5 ×165.5,05,01,,,0
10501019,مغناطيس جوان رفيع,05,01,,,0
10501020,جوان باب تلاجه مقاس 64.5 ×161,05,01,,,0
10501021,جوان باب تلاجه مقاس 76 ×162,05,01,,,0
10501022,جوان باب تلاجه مقاس 65.5 × 78 بكلبس,05,01,,,0
10501023,جوان باب تلاجه مقاس 65 × 61 بشفه,05,01,,,0
10501024,جوان باب تلاجه مقاس 52 × 71 بكلبس,05,01,,,0
10502001,انبوبة فوم,05,02,count,135,11
10502002,ميتا مسمار كتابت دراجو,05,02,count,245,4
10502003,علبة كمبوند مبرد,05,02,count,75,1
10502004,علبة شحم,05,02,count,795.6,1
10601001,"عجلة ارتيلون 3"" بفرش بالفرامل ايطالى",06,01,count,575,0
10601002,"عجلة ارتيلون 3"" بفرش (بدون فرامل) ايطالى",06,01,count,370,10
10601003,"عجلة ارتيلون 5"" بألاكس بالفرامل ايطالى",06,01,count,105,2
10601004,"عجلة ارتيلون 5"" بألاكس (بدون فرامل) ايطالى",06,01,count,85,1
10601005,"عجلة ارتيلون 5"" بفرش بالفرامل ايطالى",06,01,count,650,1
10601006,"عجلة ارتيلون 5"" بفرش (بدون فرامل) ايطالى",06,01,count,600,4
10601007,"عجلة ارتيلون 6 ""بالاكس (بدون فرامل) ايطالى",06,01,count,360,0
10601008,"عجله كاوتش 3"" بفرش بالفرامل ايطالى",06,01,count,67,9
10601009,"عجله كاوتش 3"" بفرش (بدون فرامل) ايطالى",06,01,count,93.5,8
10601010,"عجلة كاوتش 4"" بفرش وفرامل",06,01,count,550,10
10601011,"عجلة كاوتش 4"" بفرش وبدون فرامل",06,01,count,500,10
10601012,"عجله كاوتش 5"" بفرش بالفرامل ايطالى",06,01,count,650,0
10601013,"عجله كاوتش 5"" بفرش (بدون فرامل) ايطالى",06,01,count,600,0
10601014,"عجلة زهر 4"" بفرش (بدون فرامل) صينى",06,01,count,17.5,9
10601015,"عجلة اسود حرارى 3 ""بفرش س/س بدون فرامل",06,01,count,185,4
10601016,عجلة كاوتش منفاخ بلاكس كاملة,06,01,count,175,4
10601017,"عجلة بلاستيك 2"" لزوم الكرسى",06,01,count,0,59
10601018,"عجلة كاوتش 4 "" بفرش س/س (بدون فرامل) ايطالى",06,01,count,205,1
10601019,"عجلة ارتيلون 5"" بفرش س/س بالفرامل ايطالى",06,01,count,405,20
10601020,"عجلة ارتيلون 5"" بفرش س/س (بدون الفرامل) ايطالى",06,01,count,320,22
10601021,"عجلة ارتيلون 3"" بفرش س/س (بدون فرامل) ايطالى",06,01,count,1000,8
10601022,"بكرة عجلة كاوتش 4 "" بدون فرش",06,01,count,55,17
10601023,"عجلة كاوتش 8 "" بفرش س/س بالفرامل ايطالى",06,01,count,1090,0
10601024,"عجلة كاوتش 8"" بفرش س/س (بدون فرامل) ايطالى",06,01,count,935,0
10601025,"عجلة اسود حرارى 4"" بفرش س/س (بدون فرامل) ايطالى",06,01,count,475,0
10601026,"عجلة ارتيلون 4"" بفرش س/س (بدون فرامل) ايطالى",06,01,count,325,0
10601027,"عجلة ارتيلون 4"" بفرش س/س بالفرامل ايطالى",06,01,count,425,0
10601028,"عجلة كاوتش 4"" بالاكس بالفرامل",06,01,count,0,2
10601029,"عجلة كاوتش 4"" بلاكس بدون الفرامل",06,01,count,0,2
10601030,"عجلة كاوتش 5"" بلاكس بالفرامل",06,01,count,0,2
10601031,"عجلة ارتيلون 5"" بفرش ثابت (بدون فرمل)",06,01,count,0,1
10601032,عجلة جرار زجاج بعجلة واحدة,06,01,count,5,24
10601033,عجلة جرار زجاج بعجلتين,06,01,count,12,234
10601034,عجل سحابات ادراج,06,01,count,1,1385
10601035,عجل ارتيلون 8 بوصه بفرش بدون فرامل,06,01,,,0
10601036,عجل ارتيلون 8 بوصه بفرش بفرامل,06,01,,,0
10602001,مصدد كاوتش مدور رمادى 25 مم,06,02,count,7,61
10603001,رولمان بلى 51204,06,03,count,5.5,8
10603002,رولمان بلى 6208,06,03,count,130,1
10603003,رولمان بلى ZZ6200,06,03,count,7,10
10603004,رولمان بلى NSF6206,06,03,count,15,1
10603005,رولمان بلى 6211 يابانى,06,03,count,0,2
10603006,رولمان بلى 32004,06,03,count,12,1
10603007,رولمان بلى 30202,06,03,count,15,4
10603008,رولمان بلى 51207,06,03,count,0,2
10603009,رولمان بلى 6004,06,03,count,22.5,3
10603010,رومان بلى 6001,06,03,count,32.5,1
10603011,رولمان بلى بيضة 204,06,03,count,140,12
10603012,رولمان بلى 628,06,03,count,8.5,93
10603013,ZZ 3204 رولمان بلى,06,03,count,360,1
10701001,جالون دوكواسود كابسى,07,01,count,600,7
10701002,جالون اسود كابسى لميع,07,01,count,0,0
10701003,جالون احمر كابسى لميع,07,01,count,600,0
10701004,جالون دوكو ابيض كابسى,07,01,count,600,6
10701005,جالون دوكو ابيض كابسى لميع,07,01,count,450,3
10701006,جالون لاكية أخضر,07,01,count,350,4
10701007,جالون دوكو ازرق كابس,07,01,count,200,3
10701008,جالون لاكية ازرق,07,01,count,220,6
10701009,جالون لاكية احمر,07,01,count,220,1
10701010,علبة لاكية ابيض,07,01,count,50,8
10701011,جالون غراء ابيض اوكى,07,01,count,200,8
10701012,جالون برايمر باكين,07,01,count,400,5
10701013,جالون قورة فضى,07,01,count,600,2
10701014,جالون لاكية ابيض,07,01,count,200,2
10701015,بستلة كوميكيو,07,01,count,585,1
10701016,علبة برتقالي كابس 1ك,07,01,count,75,16
10701017,علبة برتقالي لاكية 1ك,07,01,count,40,12
10701018,جالون لاكية اصفر,07,01,count,150,6
10701019,جالون اصفر كابس,07,01,count,150,2
10701020,علبة معجون استوك 3 ك,07,01,count,0,0
10701021,علبة معجون استوك 1 ك,07,01,count,150,1
10701022,جركن مادة تنظيف س/س,07,01,count,525,1
10701023,علبة فلير سريع 1ك,07,01,count,250,1
10701024,جركن تنر سوبر دبابة,07,01,count,87.5,0
10701025,أنبوبه سيلكون شفاف,07,01,count,58.33,28
10701026,أنبوبه سيلكون رمادى,07,01,count,65,45
10701027,أنبوبه سيلكون حرارى أحمر,07,01,count,29.16,25
10701028,أنبوبه سودال فيلكس رمادى 600 سيكا,07,01,count,135,21
10701029,علبة اسبرى فضى,07,01,count,41.66,24
10701030,علبة اسبرى اسود,07,01,count,41.66,19
10701031,كيس قطن طبى 100 جرام,07,01,count,20,0
10701032,فيلر بطى بالمصلب كابسي,07,01,kg,0,3
10701033,انبوبه سيكا,07,01,count,,0
10701034,برميل ايزو,07,01,count,,0
10701035,برميل بوليو,07,01,count,,0
10701036,جالون مصلب +البادي,07,01,count,,0
10701037,جالون سيلر ميدو,07,01,count,,0
10701038,مجموعه سيلر ميدو,07,01,count,,0
10701039,مجموعه ورنيش بولي مط,07,01,count,,0
10701040,علبه صبغه 007,07,01,count,,0
10701041,علبه صبغه 0011,07,01,count,,0
10701042,سلك مواعين,07,01,count,,0
10701043,جركن صابون 4 لتر,07,01,count,,0
10701044,جركن زيت 20 لتر تعاون,07,01,count,,0
10701045,عبوه اسطوانه استلين,07,01,count,,0
10701046,عبوه اسطوانه ارجون,07,01,count,,0
10701047,عبوه اسطوانه اكسجين,07,01,count,,0
10701048,جركن نفط المهندس,07,01,count,,0
10701049,جالون مط ابيض,07,01,count,,0
10701050,جالون 7070,07,01,count,,0
10701051,مثلين كلوريد,07,01,count,,0
10701052,جركن ريليز 19 ك,07,01,count,,0
10701053,بستيله بلاستيك 1500 1/4 لميع,07,01,count,,0
10701054,شيكره معجون دايتوان,07,01,count,,0
10701055,جالون سيلر بولي,07,01,count,,0
10701056,جالون ورنيش بولي,07,01,count,,0
10701057,علبه صبغه 019,07,01,count,,0
10701058,علبه لون بني,07,01,count,,0
10701059,جالون معجون 3030,07,01,count,,0
10701060,بستله 1/2 ك لميع,07,01,count,,0
10701061,بدره حراري,07,01,count,,0
10701062,جالون دهان اصفر 4 كيلو ايبوكسي (كيما بوكس AF151),07,01,count,,0
10701063,علبه دهان اصفر 1 كيلو ايبوكسي (كيما بوكس AF151),07,01,count,,0
10701064,جالون دهان ابيض 4 كيلو ايبوكسي (كيما بوكس AF151),07,01,count,,0
10701065,علبه دهان ابيض 1 كيلو ايبوكسي (كيما بوكس AF151),07,01,count,,0
10701066,علبه دهان ازرق 1 كيلو ايبوكسي (كيما بوكس AF151),07,01,count,,0
10701067,علبه دهان احمر 1 كيلو ايبوكسي (كيما بوكس AF151),07,01,count,,0
10701068,روله دهان كبيره,07,01,,,0
10701069,روله دهان صغيره,07,01,,,0
10701070,فرشه دهان 3 بوصه ديل حصان,07,01,,,0
10701071,علبه فوزلين طبي,07,01,,,0
10702001,عبوات زيت,07,02,count,,0
10702002,زيت هيدوليك 16 لتر,07,02,,,0
10702003,جركن زيت للمخرطه ترووس,07,02,,,0
10702004,لتر جاز سولار,07,02,,,0
10702005,فلتر زيت,07,02,,,0
10801001,عامود ارتيلون اسود 70مم,08,01,count,0,3.625
10801002,ميكا 1 مم مقاس 1.20 ×1 مم,08,01,count,99,6
10801003,قرص ارتيلون الوان احمر واصفر,08,01,count,245,4
10801004,لوح حشب ابلاكش 18مم - فلندى مقاس 153×153,08,01,count,650,18
10801005,لوح ارتيلون 5سم - 1×2,08,01,count,135,81
10801006,لوح ارتيلون 2سم - 1×2,08,01,count,,0
10801007,خشب شوايه فلندي 3/4 ×4,08,01,count,,0
10801008,خشب مطبخ ملامين,08,01,count,,0
10801009,عامود ارتيلون اسود 25 مم,08,01,,,0
10802001,قرصة رخام 4سم أبعاد 190×80 سم,08,02,count,,0
10802002,قرصة رخام 4سم أبعاد 180×80 سم,08,02,count,,0
10802003,لوح ابلاكش 17 مم طبقات,08,02,count,,0
10802004,بلانشيطه,08,02,count,,0
10802005,قرصه جرانيت رمادي بابعاد 150×70×4 سم مشروطه بمرايا خلفيه بارتفاع 10سم مشطوفه 3 جهات,08,02,,,0
10901001,مسمار ألانكيه 8× 20مم مجلفن,09,01,count,0.5,836
10901002,مسمار ألانكيه غاطس 6×16مم,09,01,count,0.3,189
10901003,مسمار الانكية غاطس 8×20,09,01,count,2,28
10901004,مسمار الانكية مجلفن 8×30مم,09,01,count,0,170
10901005,مسمار ألانكيه صلب اسود 10×30مم مجلفن,09,01,count,0.9,71
10901006,مسمار ألانكيه صلب اسود 8×50مم مجلفن,09,01,count,5,93
10901007,مسمار ألانكيه صلب اسود 6×50مم مجلفن,09,01,count,0.5,85
10901008,مسمار ألانكيه اسود 10×50مم مجلفن,09,01,count,10,185
10901009,مسمار مخ مسدس 6×25مم مجلفن,09,01,count,0.7,886
10901010,مسمار مخ مسدس 8×25مم مجلفن,09,01,count,1.2,1377
10901011,مسمار مخ مسدس 8×10مم مجلفن,09,01,count,0.35,60
10901012,مسمار مخ مسدس 5×20مم مجلفن,09,01,count,0.8,395
10901013,مسمار مخ مسدس 6×40مم مجلفن,09,01,count,0.35,140
10901014,مسمار مسدس 6×12مم مجلفن,09,01,count,0.6,1370
10901015,مسمار مسدس 6×16مم مجلفن,09,01,count,0.25,150
10901016,مسمار مخ مسدس 8×100مم مجلفن؟؟؟,09,01,count,0.46,236
10901017,مسمار مخ مسدس 10×20مم مجلفن,09,01,count,0.7,835
10901018,مسمار سن بنطة مخ مخوش 3.9 ×16 مم,09,01,count,1,1400
10901019,مسمار سن بنطة مخ مخوش 3.9 ×25 مم,09,01,count,0.012,1000
10901020,مسمار سن بنطه 3.6×40مم مخ مخوش,09,01,count,0.25,460
10901021,مسمار سن بنطه 3.9×30مم مخ مخوش,09,01,count,0.15,465
10901022,مسمار سن بنطه 6.3×60مم مخ مسدس,09,01,count,3,920
10901023,مسمار سن بنطه مجلفن 4.8×40مم,09,01,count,0.6,570
10901024,مسمار مخ مخوش مجلفن 5×15مم,09,01,count,0,1128
10901025,مسمار اسطوانى مجلفن 4×6مم,09,01,count,0.2,0
10901026,مسمار اسطوانى 4×10مم,09,01,count,0.25,200
10901027,مسمار اسطوانى 4×16مم مجلفن,09,01,count,0.12,968
10901028,مسمار اسطوانى 4×30مم,09,01,count,0.4,970
10901029,مسمار اسطوانى 4×40مم,09,01,count,0.2,420
10901030,مسمار اسطوانى 4×70مم بالصاموله,09,01,count,0.15,166
10901031,مسمار اسطوانى بعصفورة 6 ×30,09,01,count,0.4,132
10901032,مسمار مخ مسدس بالفيشر سن صاج 8 ×60 مم,09,01,count,2.5,784
10901033,مسمار مخ مسدس بالفيشر سن صاج 10 ×70 مم,09,01,count,3,19
10901034,مسمار مخ مسدس مجلفن 16 ×100 بالصامولة والوردة,09,01,count,5,36
10901035,قاروصة مسمار,09,01,count,4.5,1
10901036,L طقم مسمار حرف ال 8مم بالفيشر,09,01,count,25,10
10901037,مسمار 2/1 دائر بالفشر 8مم,09,01,count,4,39
10901038,مسمارهلتى (حلفينز) 16 ×150,09,01,count,10,4
10901039,مسمار سرية 8مم,09,01,count,7,25
10901040,مسمار سن بنطة 4.2×19مم,09,01,count,,0
10901041,مسمار سن صاج 10مم,09,01,count,,0
10901042,مسمار مخ مسدس 10×50 مجلفن,09,01,count,,0
10901043,مسمار مخ مسدس 50×12 مجلفن,09,01,,,0
10901044,مسمار اسطواني 4 ×25,09,01,,,0
10902001,مسمار الانكية س/س 6×30مم,09,02,count,4,88
10902002,مسمار الانكية س/س 6×20مم,09,02,count,0.9,392
10902003,مسمار الانكية س/س 5×16مم مخ مخوش,09,02,count,0.35,1930
10902004,مسمار الانكية س/س 8×30مم,09,02,count,7.5,330
10902005,مسمار الانكية مخ مخوش س/س 4×20مم,09,02,count,2,29
10902006,مسمار مخ مخوش س/س 6×25مم,09,02,count,2.5,211
10902007,مسمار مخ مخوش س/س 6×16,09,02,count,2,400
10902008,مسمار مخ مخوش س/س 6×40مم,09,02,count,4,926
10902009,مسمار مخ مخوش س/س 5 ×16مم,09,02,count,1.5,94
10902010,مسمار مخ صليبة س/س 5×10مم,09,02,count,1.25,1400
10902011,مسمار مخ صليبة س/س 5 ×16مم,09,02,count,1.5,570
10902012,مسمار مخ مخوش سن صاج 5.5×60مم,09,02,count,0,720
10902013,مسمار برمة س/س سم صاج 5.5 ×30 مم,09,02,count,1,525
10902014,مسمار مخ مخوش س/س 5×40مم,09,02,count,2.5,635
10902015,مسمار مخ مخوش س/س 4×20مم,09,02,count,1.1,2068
10902016,مسمار مخ مسدس س/س 5×10مم,09,02,count,1.5,425
10902017,مسمار مخ مسدس س/س 6×10مم,09,02,count,1.5,250
10902018,مسمار مخ مسدس س/س 6×25مم,09,02,count,2,1483
10902019,مسمار مخ مسدس س/س 6×50مم,09,02,count,3.5,124
10902020,مسمار مخ مسدس س/س 6×100مم,09,02,count,7,54
10902021,مسمار مخ مسدس س/س 10×25مم,09,02,count,2.5,167
10902022,مسمار مخ مسدس س/س 8×20مم,09,02,count,3.5,754
